,ISO,Year,Risk.ext.debt.distress,Debt.Indicator,Inflation,Cur.acc.bal,Gen.gov.len.bor,Vol.Exp.Goods,GDP,GDP.per.cap,Gen.gov.rev,US.int.rates,Ext.Debt.Serv,Real.GDP.growth,Exch.Rate,Control.of.Corruption,Government.Effectiveness,Pol.Stability.Absence.of.Violence,Regulatory.Quality,Rule.of.Law,Voice.and.Accountability
387,CIV,2018,Moderate,0,0.422,-3.599,-2.945,-2.148,57.725,2254.1,14.858,2.409470035,1653811043,6.89028432,555.4464584,-0.4993051,4.4294814,-0.8890731,-0.2004344,1.920397,-0.2315187
388,ETH,2018,High,1,13.833,-6.522,-3.029,23.825,80.207,852.011,13.07,2.409470035,1657222672,6.816147797,27.42938659,-0.4862171,4.3925303,-1.269462,-0.9712701,2.0716355,-1.148297
389,GMB,2018,In debt distress,1,6.521,-9.521,-6.057,26.277,1.662,729.035,15.085,2.409470035,47404246.2,7.234890333,48.15178064,-0.4623365,4.3765288,-0.0659801,-0.6283253,2.0691708,-0.1979683
390,GHA,2018,High,1,9.837,-3.12,-6.972,1.785,65.518,2216.84,14.479,2.409470035,2659084988,6.263480732,4.585325,-0.1158941,4.7897296,-0.017135,-0.0917172,2.5715621,0.5792788
391,GIN,2018,Moderate,0,9.826,-18.737,-1.063,-10.254,12.181,916.223,14.545,2.409470035,104416367.5,6.199774687,9011.134177,-1.04368,4.0290768,-0.8744907,-0.7763806,1.288755,-0.752925
392,GNB,2018,Moderate,0,0.381,-3.598,-4.919,19.28,1.506,866.451,15.191,2.409470035,14334966.5,3.799999998,555.4464584,-1.533915,3.51215,-0.6762453,-1.202787,1.266227,-0.666715
393,LBR,2018,Moderate,0,23.547,-22.493,-5.097,6.159,3.264,731.317,26.816,2.409470035,35401018.1,1.222551313,144.0555758,-0.8520926,3.659169,-0.2454872,-0.9571922,1.5111128,-0.0431769
394,MDG,2018,Moderate,0,8.598,0.711,-1.329,-5.945,13.851,528.481,12.928,2.409470035,119673469,4.564782759,3334.752255,-1.000645,3.846879,-0.5702538,-0.7335708,1.6861187,-0.3045127
395,MWI,2018,Moderate,0,9.215,-20.526,-5.503,2.441,6.911,350.441,23.615,2.409470035,84100809.6,3.17000322,732.3333333,-0.7446045,4.2713295,-0.4234232,-0.6767547,2.1196045,-0.0577253
396,MLI,2018,Moderate,0,1.734,-4.928,-4.77,-2.486,16.978,915.638,15.658,2.409470035,210474586.6,4.746484327,555.4464584,-0.6976493,3.995362,-2.077425,-0.5552012,1.7023349,-0.3100623
397,MOZ,2018,In debt distress,1,3.911,-29.554,-6.845,5.417,14.71,484.87,25.761,2.409470035,611270307.9,3.44381384,60.32620764,-0.7809925,4.1257187,-0.8135263,-0.7521439,1.4565,-0.4660109
398,NER,2018,Moderate,0,2.753,-12.643,-2.999,-5.481,12.853,572.687,18.096,2.409470035,124358431.5,7.219172668,555.4464584,-0.5796463,4.2339575,-1.354283,-0.6391519,1.9197614,-0.582216
399,RWA,2018,Low,0,1.364,-7.854,-2.575,10.445,9.629,795.755,23.826,2.409470035,259472826.6,8.579424541,861.0934122,0.5783511,5.2068089,0.1185909,0.0864492,2.6178017,-1.127887
400,STP,2018,In debt distress,1,8.270,-12.288,-1.883,7.62,0.416,1988.72,24.142,2.409470035,4645087,2.945267908,20.75085924,0.1836774,4.3606097,0.5299922,-0.8400686,1.8136677,0.1590701
401,SEN,2018,Low,0,0.455,-8.762,-3.644,10.954,23.248,1466.1,18.791,2.409470035,821149342,6.379556584,555.4464584,-0.0249317,4.7321844,-0.0929849,-0.1072984,2.2917507,0.2403084
402,SLE,2018,High,1,16.033,-18.668,-5.59,3.295,4.085,533.972,15.767,2.409470035,58810849.9,3.446162621,7931.63175,-0.4923064,3.857052,-0.0768317,-0.8867556,1.7305216,-0.1646086
403,TZA,2018,Low,0,3.509,-3.004,-1.932,11.115,56.699,1036.93,14.674,2.409470035,1081767688,5.444967632,2263.781667,-0.4464366,4.2437342,-0.5617821,-0.622853,1.944985,-0.3637559
404,TGO,2018,Moderate,0,0.928,-3.451,-0.775,1.649,5.358,679.222,23.893,2.409470035,125614761.2,4.931155222,555.4464584,-0.7301584,3.942209,-0.884303,-0.6515545,1.9091229,-0.743248
405,UGA,2018,Low,0,2.623,-6.808,-2.735,10.107,33.754,869.431,13.22,2.409470035,529039099,6.162619139,3727.068995,-1.038054,4.3939601,-0.6932233,-0.2512031,2.2051622,-0.6650828
406,ZMB,2018,High,1,6.993,-1.263,-8.428,7.283,27.005,1519.45,18.925,2.409470035,1448582910,4.034378235,10.45833333,-0.6562852,4.4407907,0.0938291,-0.4842296,2.1549504,-0.3190484
407,BEN,2019,Moderate,0,-0.933,-4.332,-0.54,-4.384,14.392,1218.21,14.062,3.276918795,514019288.8,6.865687335,585.9508138,-0.3237639,4.5593483,-0.3478641,-0.3759647,1.8358741,0.0920652
408,BFA,2019,Moderate,0,-3.233,-4.772,-3.468,-2.922,15.746,774.695,20.399,3.276918795,157089891.5,5.699434934,585.9110132,-0.1886562,4.2414891,-1.188618,-0.376492,2.0737409,-0.1800907
409,BDI,2019,High,1,-0.709,-17.874,-8.259,5.098,3.111,269.826,21.784,3.276918795,40373276.4,1.842476677,1845.622891,-1.45847,3.673678,-1.64903,-0.9495389,1.068095,-1.708204
410,CMR,2019,High,1,2.452,-4.356,-3.311,-2.231,38.863,1523.66,15.743,3.276918795,1170797719,3.720711422,585.9110132,-1.208662,4.1878535,-1.555283,-0.8270048,1.381091,-1.19461
411,CAF,2019,High,1,2.685,-4.929,1.425,-1.781,2.277,479.863,18.347,3.276918795,38025686.9,2.970275648,585.9110132,-1.22844,3.252799,-2.182968,-1.372812,0.771614,-1.201646
412,TCD,2019,High,1,-0.972,-4.878,-0.172,9.571,10.934,685.677,14.249,3.276918795,156978915.5,3.247181917,585.9110132,-1.420567,3.431596,-1.340024,-1.119248,1.216642,-1.41773
413,COM,2019,Moderate,0,3.701,-3.806,-2.204,0.497,1.19,1362.42,16.137,3.276918795,7778913,1.986109517,439.4631103,-1.02035,3.330802,-0.1486754,-1.119256,1.412497,-0.6893845
414,COD,2019,Moderate,0,4.705,-3.778,-2.053,-9.633,49.816,508.953,10.87,3.276918795,1279494185,4.384528881,1647.760127,-1.538931,3.372571,-1.808007,-1.509667,0.713912,-1.365966
415,COG,2019,In debt distress,1,2.207,3.527,5.822,-3.724,12.542,2745.8,27.251,3.276918795,499693900.9,-3.544130306,585.9110132,-1.409547,3.612293,-0.8926991,-1.299436,1.350291,-1.261732
416,CIV,2019,Moderate,0,0.806,-2.674,-2.288,10.346,58.581,2229.56,15.029,3.276918795,3002392572,6.231709513,585.9110132,-0.5250723,4.517412,-0.962356,-0.2428631,1.9330934,-0.2225739
417,ETH,2019,High,1,15.810,-5.317,-2.528,0.531,92.796,960.765,12.793,3.276918795,2224445558,8.364085699,29.06975,-0.4064651,4.3654227,-1.279597,-0.8889709,2.0265218,-1.046125
418,GMB,2019,In debt distress,1,7.116,-5.3,-2.531,19.866,1.818,774.206,21.044,3.276918795,47636289.8,6.056765744,50.06246137,-0.2852226,4.369324,0.1114135,-0.6649198,2.1284239,-0.2162317
419,GHA,2019,High,1,7.176,-2.739,-7.341,5.718,66.998,2220.82,13.738,3.276918795,1901116913,6.478394805,5.217366667,-0.0790386,4.789896,0.098347,-0.1110496,2.5468897,0.5842582
420,GIN,2019,Moderate,0,9.471,-13.698,-0.465,18.16,13.797,1012.5,14.129,3.276918795,91402939.2,5.6,9183.875864,-0.9049651,4.2212542,-0.8306405,-0.7698209,1.290972,-0.7485375
421,GNB,2019,Moderate,0,0.247,-8.53,-4.607,14.609,1.44,810.558,15.426,3.276918795,16880808,4.600094045,585.9110132,-1.453986,3.485559,-0.562632,-1.233335,1.235955,-0.4587073
422,LBR,2019,Moderate,0,26.969,-21.547,-4.548,-1.561,3.176,693.818,28.093,3.276918795,40873249.9,-2.278245125,186.4297446,-0.8775807,3.624867,-0.2290139,-0.9789448,1.5047888,-0.0283429
423,MDG,2019,Low,0,5.623,-2.285,-1.419,14.754,14.124,525.296,13.921,3.276918795,113832287.6,4.851,3618.321858,-1.00937,3.857546,-0.2525476,-0.7300456,1.491187,-0.2205981
424,MWI,2019,Moderate,0,9.378,-17.147,-6.363,19.792,7.663,377.72,23.171,3.276918795,99773968.8,4.369238991,745.5406679,-0.7811527,4.2505633,-0.2672529,-0.7011955,2.1688766,-0.0948665
425,MLI,2019,Moderate,0,-2.894,-4.197,-1.68,-6.374,17.324,907.252,21.412,3.276918795,226024175,4.751341534,585.9110132,-0.6966435,3.943556,-2.153436,-0.573186,1.6657664,-0.4140995
426,MOZ,2019,In debt distress,1,2.785,-20.352,-0.15,-2.128,15.195,487.687,29.867,3.276918795,881212103.7,2.283597203,62.54833333,-0.8010145,4.1767104,-0.7454386,-0.7247643,1.479816,-0.5082347
427,NER,2019,Moderate,0,-2.520,-12.586,-3.559,2.391,12.912,553.916,18.01,3.276918795,155378310.3,5.90279179,585.9110132,-0.5541663,4.1989383,-1.403038,-0.6687045,1.9670688,-0.5653689
428,RWA,2019,Low,0,2.426,-9.233,-5.193,10.5,10.123,816.358,23.644,3.276918795,169493324.7,9.428675224,899.350509,0.564346,5.1850227,0.1156722,0.0773843,2.5761882,-1.079368
429,STP,2019,In debt distress,1,8.356,-12.483,-1.758,7.006,0.422,1980.35,22.543,3.276918795,8873724.5,1.301623446,21.88474182,0.2258455,4.373086,0.5156373,-0.9070695,1.8202977,0.3727669
430,SEN,2019,Moderate,0,1.020,-7.687,-3.825,4.653,23.579,1445.89,20.189,3.276918795,945907878.1,5.271192358,585.9110132,0.0484844,4.9426306,0.0573639,-0.1122398,2.3092397,0.2603854
431,SLE,2019,High,1,14.803,-13.51,-2.741,32.525,4.213,539.122,17.548,3.276918795,64652740.4,5.507686458,9010.221144,-0.4113611,3.873405,-0.0981833,-0.8819937,1.7336369,-0.096367
432,TZA,2019,Low,0,3.449,-2.286,-1.716,8.003,60.81,1079.68,14.668,3.276918795,1452281574,5.791371376,2288.206667,-0.3908709,4.1209496,-0.3620471,-0.6409062,1.9220687,-0.503791
433,TGO,2019,Moderate,0,0.687,-4.264,2.134,3.814,5.459,675.304,23.351,3.276918795,118474334.8,5.338669812,585.9110132,-0.7497168,4.0826653,-0.805393,-0.6789817,1.9112033,-0.7209277
434,UGA,2019,Low,0,2.870,-6.488,-5.015,2.995,36.484,916.156,13.662,3.276918795,300061749.6,6.803326813,3704.049072,-1.165626,4.4147999,-0.6457884,-0.3742244,2.1853888,-0.6238396
435,ZMB,2019,High,1,9.800,0.606,-8.143,-12.488,24.156,1318.47,19.724,3.276918795,2589958239,1.441784548,12.89,-0.6403451,4.3247855,-0.1022162,-0.5542691,2.0379307,-0.2861988
